Id,House Type,Zone,LotFrontage,LotArea,Street,Alley Type,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Type of Dwelling,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Roof Material,Exterior Quality,Exterior Condition,BsmtQual,BsmtCond,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical System,1stFlrSF,2ndFlrSF,Above Ground Living Area,KitchenQual,Total Rm above Ground,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
714,190,RL,60,9873,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,TA,TA,TA,TA,171,960,GasW,TA,N,SBrkr,960,0,960,TA,6,0,NA,Detchd,1970,Unf,2,576,TA,TA,Y,5,2006,WD,Normal,129000
715,60,RL,NA,13517,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,1Fam,2Story,6,8,1976,2005,Gable,CompShg,Gd,TA,TA,TA,192,725,GasA,Ex,Y,SBrkr,725,754,1479,Gd,6,0,NA,Attchd,1976,RFn,2,475,TA,TA,Y,3,2010,WD,Normal,130500
716,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,5,1974,1974,Hip,CompShg,TA,TA,Gd,TA,1064,1064,GasA,TA,Y,SBrkr,1350,0,1350,TA,7,1,TA,Attchd,1974,RFn,2,478,TA,TA,Y,8,2009,WD,Normal,165000
717,70,RM,60,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,1Fam,2Story,7,8,1890,1998,Gable,CompShg,TA,Gd,TA,TA,718,718,GasA,Ex,Y,SBrkr,1576,978,2554,TA,8,0,NA,Detchd,1996,Unf,2,704,TA,TA,P,7,2007,WD,Normal,159500
718,20,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,5,6,1973,2000,Gable,CompShg,TA,TA,Gd,TA,92,1176,GasA,Gd,Y,SBrkr,1178,0,1178,Gd,5,1,Fa,Attchd,1973,Unf,2,439,TA,TA,Y,11,2008,WD,Normal,157000
719,60,RL,96,10542,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Gd,TA,Gd,TA,138,1311,GasA,Ex,Y,SBrkr,1325,1093,2418,Gd,9,1,TA,Attchd,1993,RFn,3,983,TA,TA,Y,8,2008,WD,Normal,341000
720,20,RL,69,9920,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,6,1969,1969,Gable,CompShg,TA,TA,Gd,TA,448,971,GasA,TA,Y,SBrkr,971,0,971,TA,5,1,Po,Attchd,1969,Unf,1,300,TA,TA,Y,5,2006,WD,Normal,128500
721,120,RL,NA,6563,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,StoneBr,1Fam,1Story,8,5,1985,1985,Gable,CompShg,Gd,TA,Gd,TA,594,1742,GasA,TA,Y,SBrkr,1742,0,1742,Gd,5,1,TA,Attchd,1985,RFn,2,564,TA,TA,Y,12,2006,WD,Normal,275000
722,120,RM,NA,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,Gd,TA,Gd,TA,186,848,GasA,Ex,Y,SBrkr,848,0,848,Gd,3,0,NA,Attchd,2004,RFn,2,420,TA,TA,Y,5,2010,WD,Normal,143000
723,20,RL,70,8120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4,7,1970,1970,Gable,CompShg,TA,Gd,TA,TA,673,864,GasA,Ex,Y,SBrkr,864,0,864,TA,5,0,NA,Detchd,1994,Unf,2,463,TA,TA,Y,7,2009,WD,Normal,124500
724,50,RL,60,8172,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,TA,TA,TA,TA,941,941,GasA,Ex,Y,SBrkr,997,473,1470,TA,7,0,NA,Detchd,1958,Unf,1,548,TA,TA,Y,5,2008,WD,Normal,135000
725,20,RL,86,13286,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,9,5,2007,2008,Hip,CompShg,Ex,TA,Ex,TA,464,1698,GasA,Ex,Y,SBrkr,1698,0,1698,Ex,8,1,Gd,Attchd,2007,Fin,3,768,TA,TA,Y,2,2009,WD,Normal,320000
726,20,RL,60,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4,6,1970,1970,Gable,CompShg,TA,TA,TA,TA,250,864,GasA,TA,Y,SBrkr,864,0,864,Gd,5,0,NA,Detchd,1989,Unf,2,660,TA,TA,Y,11,2009,WD,Normal,120500
727,20,RL,NA,21695,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Gd,Gd,Gd,TA,72,880,GasA,Ex,Y,SBrkr,1680,0,1680,Gd,5,1,Gd,Attchd,1988,Fin,2,540,TA,TA,Y,12,2009,WD,Normal,222000
728,20,RL,64,7314,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,CompShg,Gd,TA,Gd,TA,508,1232,GasA,Ex,Y,SBrkr,1232,0,1232,Gd,6,0,NA,Attchd,2007,RFn,2,632,TA,TA,Y,2,2009,WD,Normal,194500
729,90,RL,85,11475,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Duplex,1Story,5,5,1958,1958,Gable,CompShg,TA,TA,TA,TA,1584,1584,GasA,TA,Y,SBrkr,1776,0,1776,TA,9,0,NA,Detchd,1968,Unf,3,888,TA,TA,Y,7,2009,COD,Abnorml,110000
730,30,RM,52,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,TA,TA,TA,TA,628,780,GasA,TA,Y,FuseA,848,0,1208,TA,5,0,NA,Detchd,1962,Unf,2,539,TA,TA,Y,1,2009,WD,Normal,103000
731,120,RL,39,5389,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,Gd,TA,Gd,TA,415,1595,GasA,Ex,Y,SBrkr,1616,0,1616,Gd,5,1,TA,Attchd,1995,RFn,2,608,TA,TA,Y,3,2010,WD,Normal,236500
732,80,RL,73,9590,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,Gd,TA,Ex,TA,82,868,GasA,Ex,Y,SBrkr,1146,0,1146,Gd,6,1,Gd,Attchd,2003,Fin,2,438,TA,TA,Y,5,2007,WD,Normal,187500
733,60,RL,75,11404,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1998,1999,Gable,CompShg,Gd,TA,Gd,TA,901,1153,GasA,Ex,Y,SBrkr,1153,878,2031,Gd,8,1,TA,Attchd,1998,Fin,2,541,TA,TA,Y,7,2008,WD,Normal,222500
734,20,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,1Fam,1Story,5,6,1961,1983,Hip,CompShg,TA,TA,TA,TA,270,864,GasA,Ex,Y,SBrkr,1144,0,1144,TA,6,1,TA,Attchd,1961,RFn,1,264,TA,TA,Y,3,2009,WD,Normal,131400
735,20,RL,NA,8978,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,1Fam,1Story,5,5,1968,1968,Gable,CompShg,TA,TA,TA,TA,948,948,GasA,TA,Y,SBrkr,948,0,948,TA,6,0,NA,Attchd,1968,Unf,1,300,TA,TA,Y,5,2007,WD,Family,108000
736,75,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,TA,TA,Gd,TA,490,880,GasW,Fa,N,SBrkr,880,888,1768,TA,6,2,TA,Detchd,1914,Unf,2,320,TA,TA,N,10,2006,WD,Normal,163000
737,90,RL,60,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Duplex,1Story,3,4,1950,1950,Gable,CompShg,TA,TA,NA,NA,0,0,GasA,Gd,N,FuseF,1040,0,1040,TA,6,0,NA,Detchd,1949,Unf,2,400,TA,TA,Y,7,2006,WD,Normal,93500
738,60,RL,72,10463,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,1Fam,2Story,8,5,2005,2005,Gable,CompShg,Gd,TA,Gd,TA,893,893,GasA,Ex,Y,SBrkr,901,900,1801,Gd,8,1,Gd,Attchd,2005,Fin,3,800,TA,TA,Y,6,2006,WD,Normal,239900
739,90,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Duplex,1Story,5,5,1987,1988,Gable,CompShg,TA,TA,Gd,Gd,0,1200,GasA,TA,Y,SBrkr,1200,0,1200,TA,5,0,NA,NA,NA,NA,0,0,NA,NA,Y,3,2009,WD,Alloca,179000
740,60,RL,65,9313,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2004,2004,Gable,CompShg,Gd,TA,Gd,TA,864,864,GasA,Ex,Y,SBrkr,864,864,1728,Gd,7,0,NA,Attchd,2004,RFn,2,572,TA,TA,Y,4,2009,WD,Normal,190000
741,70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2Story,5,7,1910,2002,Gable,CompShg,TA,Gd,Fa,Fa,264,264,GasA,Ex,Y,SBrkr,768,664,1432,TA,7,0,NA,Detchd,1910,Unf,2,360,TA,Gd,Y,5,2007,WD,Abnorml,132000
742,20,RL,65,6768,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,6,8,1961,1996,Hip,CompShg,TA,Gd,TA,TA,80,912,GasA,Gd,Y,SBrkr,912,0,912,Gd,5,0,NA,Detchd,1962,Unf,1,288,TA,TA,Y,5,2008,WD,Normal,142000
743,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,7,5,2000,2001,Gable,CompShg,TA,TA,Gd,TA,1349,1349,GasA,Ex,Y,SBrkr,1349,0,1349,TA,6,0,NA,Attchd,2000,Unf,2,539,TA,TA,Y,12,2007,WD,Normal,179000
744,80,RL,70,12886,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,TA,TA,Gd,TA,76,520,GasA,Ex,Y,SBrkr,1464,0,1464,TA,6,1,TA,Attchd,1997,RFn,2,480,TA,TA,Y,10,2009,WD,Normal,175000
745,120,RL,41,5395,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,Gd,TA,Gd,TA,604,1337,GasA,Gd,Y,SBrkr,1337,0,1337,Gd,5,1,TA,Attchd,1993,RFn,2,462,TA,TA,Y,10,2008,WD,Normal,180000
746,60,RL,NA,8963,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,8,9,1976,1996,Hip,CompShg,Ex,Gd,TA,Gd,487,1142,GasA,Ex,Y,SBrkr,1175,1540,2715,Gd,11,2,TA,BuiltIn,1994,Fin,2,831,TA,TA,Y,7,2008,WD,Normal,299800
747,60,RL,NA,8795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2000,2000,Gable,CompShg,Gd,TA,Gd,TA,652,952,GasA,Ex,Y,SBrkr,980,1276,2256,Gd,8,1,TA,BuiltIn,2000,Fin,2,554,TA,TA,Y,4,2009,WD,Normal,236000
748,70,RM,65,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Gd,TA,TA,Fa,1240,1240,GasW,TA,N,SBrkr,1320,1320,2640,Gd,8,1,Gd,Detchd,1950,Unf,4,864,TA,TA,N,5,2009,WD,Normal,265979
749,20,RL,59,10593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1Fam,1Story,7,5,1996,1996,Hip,CompShg,Gd,TA,Gd,TA,801,1720,GasA,Ex,Y,SBrkr,1720,0,1720,Gd,7,1,TA,Attchd,1996,Fin,2,527,TA,TA,Y,3,2010,WD,Normal,260400
750,50,RL,50,8405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,TA,TA,NA,NA,0,0,Wall,TA,N,FuseF,1088,441,1529,TA,9,0,NA,Detchd,1945,Unf,1,240,TA,TA,N,4,2009,WD,Normal,98000
751,50,RM,55,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,TA,TA,TA,Fa,576,576,GasA,Gd,Y,SBrkr,792,348,1140,TA,7,0,NA,NA,NA,NA,0,0,NA,NA,N,6,2010,WD,Normal,96500
752,60,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,CompShg,Gd,TA,Gd,TA,660,660,GasA,Ex,Y,SBrkr,660,660,1320,Gd,6,0,NA,Attchd,2003,Fin,2,400,TA,TA,Y,8,2007,WD,Normal,162000
753,20,RL,79,9236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,6,5,1997,1997,Gable,CompShg,TA,Gd,Gd,TA,279,1479,GasA,Ex,Y,SBrkr,1494,0,1494,Gd,6,0,NA,Attchd,1997,RFn,2,576,TA,TA,Y,7,2006,WD,Normal,217000
754,60,RL,80,10240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2005,2005,Gable,CompShg,Gd,TA,Gd,TA,1030,1030,GasA,Gd,Y,SBrkr,1038,1060,2098,Ex,8,1,Gd,Attchd,2005,RFn,3,878,TA,TA,Y,3,2006,WD,Normal,275500
755,20,RL,61,7930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,8,1969,2005,Gable,CompShg,TA,TA,TA,TA,115,1026,GasA,Gd,Y,SBrkr,1026,0,1026,Gd,5,0,NA,Detchd,1969,RFn,2,440,TA,TA,Y,7,2009,WD,Normal,156000
756,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,TA,TA,Gd,TA,348,729,GasA,Gd,Y,SBrkr,742,729,1471,TA,6,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,3,2009,WD,Normal,172500
757,60,RL,68,10769,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,CompShg,Gd,TA,Gd,TA,846,866,GasA,Ex,Y,SBrkr,866,902,1768,Gd,7,0,NA,Attchd,2007,RFn,2,578,TA,TA,Y,4,2009,WD,Normal,212000
758,60,RL,NA,11616,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,1Fam,2Story,6,5,1978,1978,Hip,CompShg,TA,TA,TA,TA,234,672,GasA,TA,Y,SBrkr,672,714,1386,TA,6,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,4,2010,WD,Abnorml,158900
759,160,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,TA,TA,Gd,TA,195,744,GasA,Gd,Y,SBrkr,757,744,1501,TA,6,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,8,2008,WD,Normal,179400
760,60,RL,65,12257,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1995,1995,Gable,CompShg,Gd,TA,Gd,TA,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,2531,Gd,9,1,TA,Attchd,1995,RFn,3,752,TA,TA,Y,11,2007,WD,Normal,290000
761,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,6,1959,1959,Hip,CompShg,TA,TA,TA,TA,252,864,GasA,Ex,Y,SBrkr,864,0,864,TA,5,0,NA,Detchd,2008,Unf,1,300,Ex,Ex,Y,10,2009,WD,Normal,127500
762,30,RM,60,6911,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,1Fam,1Story,5,5,1924,1950,Gable,CompShg,TA,TA,TA,TA,740,1145,GasA,TA,Y,SBrkr,1301,0,1301,Fa,5,0,NA,Detchd,1965,Unf,2,440,TA,TA,Y,10,2009,WD,Normal,100000
763,60,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7,5,2009,2009,Gable,CompShg,TA,TA,Gd,TA,732,756,GasA,Ex,Y,SBrkr,764,783,1547,Gd,7,0,NA,Attchd,2009,Unf,2,614,TA,TA,Y,6,2010,Con,Normal,215200
764,60,RL,82,9430,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1999,1999,Gable,CompShg,Gd,TA,Gd,TA,89,1252,GasA,Ex,Y,SBrkr,1268,1097,2365,Gd,8,1,Gd,Attchd,1999,RFn,3,856,TA,TA,Y,7,2009,WD,Normal,337000
765,120,RL,30,9549,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,Gd,Gd,Gd,Gd,0,1494,GasA,Ex,Y,SBrkr,1494,0,1494,Ex,6,1,Gd,Attchd,1995,Fin,2,481,TA,TA,Y,4,2006,WD,Normal,270000
766,20,RL,75,14587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,9,5,2008,2008,Gable,CompShg,Gd,TA,Gd,TA,1498,1498,GasA,Ex,Y,SBrkr,1506,0,1506,Ex,6,1,Gd,Attchd,2008,Fin,2,592,TA,TA,Y,8,2008,New,Partial,264132
767,60,RL,80,10421,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,7,5,1988,1988,Gable,CompShg,TA,TA,Gd,TA,586,980,GasA,TA,Y,SBrkr,980,734,1714,TA,7,1,TA,Attchd,1988,Unf,2,496,TA,TA,Y,3,2010,WD,Normal,196500
768,50,RL,75,12508,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,TA,TA,Gd,TA,323,983,GasA,Ex,Y,SBrkr,983,767,1750,TA,7,0,NA,Attchd,1989,Unf,1,423,TA,TA,Y,7,2008,WD,Normal,160000
769,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2004,2005,Hip,CompShg,Gd,TA,Gd,TA,1836,1860,GasA,Ex,Y,SBrkr,1836,0,1836,Gd,8,1,Gd,Attchd,2004,Fin,2,484,TA,TA,Y,10,2006,WD,Normal,216837
770,60,RL,47,53504,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,1Fam,2Story,8,5,2003,2003,Hip,CompShg,Ex,TA,Gd,TA,234,1650,GasA,Ex,Y,SBrkr,1690,1589,3279,Ex,12,1,Gd,BuiltIn,2003,Fin,3,841,TA,TA,Y,6,2010,WD,Normal,538000
771,85,RL,NA,7252,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,TA,TA,Gd,TA,173,858,GasA,TA,Y,SBrkr,858,0,858,TA,5,0,NA,Detchd,1983,Unf,2,576,TA,TA,Y,4,2009,WD,Normal,134900
772,20,RL,67,8877,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,4,5,1951,1951,Gable,CompShg,TA,TA,Fa,Fa,0,836,GasA,TA,Y,FuseF,1220,0,1220,TA,6,0,NA,Detchd,1951,Unf,2,396,TA,TA,Y,4,2006,COD,Normal,102000
773,80,RL,94,7819,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,TA,TA,TA,TA,480,1029,GasA,TA,Y,SBrkr,1117,0,1117,TA,6,1,TA,Detchd,1976,Unf,2,672,TA,TA,Y,3,2010,WD,Abnorml,107000
774,20,RL,70,10150,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1958,1958,Gable,CompShg,TA,TA,TA,TA,456,912,GasA,Ex,Y,FuseA,912,0,912,TA,5,0,NA,Attchd,1958,RFn,1,275,TA,TA,Y,7,2007,COD,Normal,114500
775,20,RL,110,14226,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,1Fam,1Story,8,5,2006,2006,Hip,CompShg,Gd,TA,Gd,TA,1935,1935,GasA,Gd,Y,SBrkr,1973,0,1973,Gd,9,1,Gd,Attchd,2006,Fin,3,895,TA,TA,Y,7,2007,New,Partial,395000
776,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,TA,TA,Ex,TA,338,1204,GasA,Ex,Y,SBrkr,1204,0,1204,TA,5,0,NA,Attchd,1998,Fin,2,412,TA,TA,Y,6,2009,WD,Normal,162000
777,20,RL,86,11210,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,CompShg,Gd,TA,Gd,TA,1594,1614,GasA,Ex,Y,SBrkr,1614,0,1614,Gd,7,0,NA,Attchd,2005,RFn,3,865,TA,TA,Y,7,2006,New,Partial,221500
778,20,RL,100,13350,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1974,1974,Hip,CompShg,TA,TA,TA,TA,102,864,GasA,TA,Y,SBrkr,894,0,894,TA,5,1,Fa,Attchd,1974,Unf,2,440,TA,TA,Y,6,2006,WD,Normal,142500
779,90,RH,60,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Duplex,1Story,5,5,1977,1977,Gable,CompShg,TA,TA,NA,NA,0,0,GasA,TA,Y,SBrkr,2020,0,2020,TA,10,2,TA,Detchd,1977,Unf,2,630,TA,TA,Y,10,2007,WD,Normal,144000
780,90,RL,78,10530,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,TA,TA,Gd,TA,0,975,GasA,TA,Y,SBrkr,1004,0,1004,TA,4,0,NA,Attchd,1977,Unf,2,504,TA,TA,Y,5,2006,WD,Normal,135000
781,20,RL,63,7875,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,1Story,7,5,1995,1996,Gable,CompShg,TA,TA,Gd,Gd,1237,1237,GasA,Gd,Y,SBrkr,1253,0,1253,TA,6,1,TA,Attchd,1995,Fin,2,402,TA,TA,Y,6,2007,WD,Normal,176000
782,60,RL,65,7153,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Gd,Gd,Gd,TA,374,761,GasA,Ex,Y,SBrkr,810,793,1603,Gd,7,0,NA,Attchd,1992,RFn,2,484,TA,TA,Y,7,2006,WD,Normal,175900
783,20,RL,67,16285,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2001,2002,Gable,CompShg,Gd,TA,Gd,TA,1413,1413,GasA,Ex,Y,SBrkr,1430,0,1430,Gd,6,0,NA,Attchd,2001,RFn,2,605,TA,TA,Y,6,2009,WD,Normal,187100
784,85,RL,NA,9101,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,TA,Gd,Gd,TA,0,1097,GasA,Ex,Y,SBrkr,1110,0,1110,Gd,4,1,TA,Attchd,1978,Fin,2,602,TA,TA,Y,7,2009,WD,Normal,165500
785,75,RM,35,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,TA,TA,TA,TA,742,742,GasA,Ex,Y,SBrkr,742,742,1484,TA,9,1,Gd,NA,NA,NA,0,0,NA,NA,Y,6,2008,WD,Normal,128000
786,20,RL,NA,9790,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,5,1967,1967,Gable,CompShg,TA,TA,TA,TA,491,1372,GasA,TA,Y,SBrkr,1342,0,1342,TA,7,1,Gd,Attchd,1967,Unf,2,457,TA,TA,Y,9,2009,WD,Normal,161500
787,50,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,TA,Gd,Fa,TA,0,686,GasA,TA,Y,SBrkr,966,686,1652,TA,7,0,NA,Detchd,1961,Unf,1,416,TA,TA,Y,6,2010,WD,Normal,139000
788,60,RL,76,10142,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7,5,2004,2004,Gable,CompShg,Gd,TA,Gd,TA,300,956,GasA,Ex,Y,SBrkr,956,1128,2084,Gd,8,0,NA,BuiltIn,2004,RFn,2,618,TA,TA,Y,1,2010,WD,Normal,233000
789,20,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,1Story,4,7,1954,2000,Gable,CompShg,TA,TA,TA,TA,901,901,GasA,Ex,Y,SBrkr,901,0,901,TA,4,0,NA,Detchd,1954,Unf,1,281,Fa,TA,Y,8,2008,WD,Normal,107900
790,60,RL,NA,12205,Pave,NA,IR1,Low,AllPub,Inside,Gtl,ClearCr,1Fam,2Story,6,8,1966,2007,Gable,CompShg,TA,TA,TA,Fa,264,832,GasA,Gd,Y,SBrkr,976,1111,2087,Gd,9,0,NA,Attchd,1966,Fin,2,444,TA,TA,Y,7,2007,WD,Normal,187500
791,120,RL,43,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,Gd,TA,Gd,TA,1129,1145,GasA,Ex,Y,SBrkr,1145,0,1145,Gd,5,1,Gd,Attchd,2005,Fin,2,397,TA,TA,Y,9,2009,WD,Normal,160200
792,80,RL,NA,11333,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,TA,TA,Gd,TA,490,1029,GasA,TA,Y,SBrkr,1062,0,1062,TA,5,2,TA,Attchd,1976,RFn,2,539,TA,TA,Y,5,2007,WD,Normal,146800
793,60,RL,92,9920,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Gd,TA,Gd,TA,255,1117,GasA,Ex,Y,SBrkr,1127,886,2013,TA,8,1,TA,Attchd,1997,Unf,2,455,TA,TA,Y,6,2007,WD,Normal,269790
